firebase_id,prolific_id,session_id,study_id,visualization_condition,condition_name,assignment_method,prompt_order,session1_prompt_type,session2_prompt_type,condition_timestamp,pre_predictability,pre_negative_predictability,pre_trust,pre_survey_timestamp,s1_prompt_type,s1_prompt_shown,s1_system_prompt,s1_attention_prompt_recall_answer,s1_attention_prompt_recall_correct,s1_attention_prompt_recall_passed,s1_attention_mba_answer,s1_attention_mba_passed,s1_mba_empathy,s1_mba_erudite,s1_mba_robotic,s1_mba_romantic,s1_mba_sycophantic,s1_mba_toxic,s1_mba_timestamp,s1_mbe_empathy,s1_mbe_erudite,s1_mbe_robotic,s1_mbe_romantic,s1_mbe_sycophantic,s1_mbe_toxic,s1_mbe_timestamp,s1_chat_start,s1_chat_end,s1_chat_duration,s1_num_user_messages,s1_num_assistant_messages,s1_num_total_messages,s2_prompt_type,s2_prompt_shown,s2_system_prompt,s2_attention_prompt_recall_answer,s2_attention_prompt_recall_correct,s2_attention_prompt_recall_passed,s2_attention_mba_answer,s2_attention_mba_passed,s2_mba_empathy,s2_mba_erudite,s2_mba_robotic,s2_mba_romantic,s2_mba_sycophantic,s2_mba_toxic,s2_mba_timestamp,s2_mbe_empathy,s2_mbe_erudite,s2_mbe_robotic,s2_mbe_romantic,s2_mbe_sycophantic,s2_mbe_toxic,s2_mbe_timestamp,s2_chat_start,s2_chat_end,s2_chat_duration,s2_num_user_messages,s2_num_assistant_messages,s2_num_total_messages,final_survey_timestamp,final_survey_condition,final_predictability_post,final_negative_predictability_post,final_trust_post,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,final_interaction_reflection,final_visualization_usage,final_visualization_feedback,final_general_feedback,attention_all_passed
Vlsx4Oc3ZNdfAygt8hW8bi1R4oz2,696e5a56d7a7cb7e8de48ef8,69caab920b633232bd362280,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:28:32.326Z,5,5,5,2026-03-30T17:04:12.356Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,7,6,-6,-5,-5,-8,2026-03-30T17:07:57.735Z,7.0,-5.0,-4.0,0.0,-3.0,-4.0,2026-03-30T17:21:13.022Z,2026-03-30T17:08:44.709Z,2026-03-30T17:18:44.838Z,600.0,6,6,12,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,0.0,-3.0,0.0,0.0,0.0,2026-03-30T17:28:31.256Z,-6.0,-3.0,3.0,-3.0,-6.0,-3.0,2026-03-30T17:43:09.005Z,2026-03-30T17:30:21.257Z,2026-03-30T17:40:21.399Z,600.0,3,3,6,2026-03-30T17:51:57.220Z,experimental,4.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,"Smooth, clear responses; tone slightly varied, easy to chat with.","Used it to track tone and behavior changes, I found myself checking the chart from time to time",Visualization was helpful for recognizing patterns; unclear metric meaning,"Clean interface, but needs clearer explanations",False
VvfSFhVVCOanQX2DBgfFE7vnlXY2,669533c82c03a4d6320159d3,69cac205c46ba08a59269a07,69c85399187694d34f96b151,0,control,forced_control,roleply_first,ROLEPLY,ASST,2026-03-30T18:51:35.897Z,4,4,2,2026-03-30T18:35:11.460Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,0,7,-6,5,0,-3,2026-03-30T18:38:21.667Z,8.0,8.0,-7.0,-6.0,0.0,-7.0,2026-03-30T18:49:44.399Z,2026-03-30T18:38:57.881Z,2026-03-30T18:48:58.505Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,8.0,-7.0,-3.0,-10.0,-10.0,-10.0,2026-03-30T18:51:33.113Z,4.0,-5.0,-2.0,-10.0,-10.0,-10.0,2026-03-30T19:02:26.867Z,2026-03-30T18:51:45.980Z,2026-03-30T19:01:46.714Z,600.0,8,8,16,2026-03-30T19:03:50.742Z,control,5.0,4.0,3.0,,,,,,,,,,,,,,,,,The interaction went quite well! It was incredible how you could basically build the personality of your AI chat bot.,,,,False
W2jbhEPitOdDmXSqxMCZM7c7ni23,698f9675b0a2c0885344c225,69caab94413fa7b39a016c92,69c85399187694d34f96b151,0,control,random,asst_first,ASST,ROLEPLY,2026-03-30T17:13:47.343Z,5,5,4,2026-03-30T16:59:25.831Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,3,3,4,10,-7,-8,2026-03-30T17:01:15.607Z,5.0,3.0,0.0,-10.0,4.0,-2.0,2026-03-30T17:12:24.753Z,2026-03-30T17:01:32.488Z,2026-03-30T17:11:32.590Z,600.0,20,20,40,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-8.0,2.0,-5.0,-8.0,-3.0,0.0,2026-03-30T17:13:46.979Z,1.0,8.0,-5.0,-10.0,2.0,0.0,2026-03-30T17:24:27.295Z,2026-03-30T17:13:49.759Z,2026-03-30T17:23:50.734Z,600.0,16,16,32,2026-03-30T17:27:57.446Z,control,4.0,5.0,4.0,,,,,,,,,,,,,,,,,Both AI systems often lied when asking the same questions. The second AI wasn't as hostile as i thought but pretty stuck in their ways. Otherwise fairly normal and respectful.,,,,False
Wp0jd5bzKifyrBYiUSG5IJbtNGU2,60fd6618f9a377f54dcdf318,69caab629648887cad9cc04d,69c85399187694d34f96b151,0,control,random,asst_first,ASST,ROLEPLY,2026-03-30T17:30:26.854Z,4,3,5,2026-03-30T17:01:10.456Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",no,no,True,3,True,3,3,6,-10,7,8,2026-03-30T17:02:08.705Z,4.0,2.0,5.0,6.0,9.0,8.0,2026-03-30T17:29:51.625Z,2026-03-30T17:02:23.859Z,2026-03-30T17:12:24.182Z,600.0,4,4,8,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-3.0,1.0,-3.0,-10.0,-2.0,3.0,2026-03-30T17:30:26.422Z,7.0,7.0,-4.0,-10.0,10.0,-10.0,2026-03-30T17:40:57.020Z,2026-03-30T17:30:29.306Z,2026-03-30T17:40:29.437Z,600.0,11,11,22,2026-03-30T17:41:48.088Z,control,5.0,3.0,6.0,,,,,,,,,,,,,,,,,It went well. I was surpised by the detail of the responses.,,,I was impressed with the quickness of the responses,True
X0F71SknGqZeaTVlW7jNeqeicqk1,694589c2f55308a225b4e051,69caab7094ded2dd055aa146,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:22:37.171Z,4,4,3,2026-03-30T17:00:58.832Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-1,2,3,-10,0,0,2026-03-30T17:02:24.230Z,-9.0,10.0,-2.0,-10.0,0.0,2.0,2026-03-30T17:13:30.294Z,2026-03-30T17:02:54.717Z,2026-03-30T17:12:54.855Z,600.0,8,8,16,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,8.0,2.0,5.0,-5.0,-10.0,-10.0,2026-03-30T17:22:36.360Z,0.0,-5.0,10.0,-10.0,0.0,-10.0,2026-03-30T17:33:21.905Z,2026-03-30T17:22:53.534Z,2026-03-30T17:32:53.647Z,600.0,12,12,24,2026-03-30T17:35:06.325Z,experimental,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,It was difficult getting the second AI chat to say something other than information.,I looked at the chart while chatting so that I could see what sort of response I would get.,The chart helped to somewhat predict what the AI would more likely say.,None at this time.,False
XEN4f71UE5Y3rBnXjm0UG2WSbJk1,5dacff17847579001715f610,69caab97bf35148f23a81310,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:11:41.457Z,4,5,2,2026-03-30T16:58:46.358Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,5,4,2,-10,-7,-6,2026-03-30T17:00:03.076Z,6.0,6.0,-1.0,-10.0,-2.0,-8.0,2026-03-30T17:10:41.424Z,2026-03-30T17:00:16.347Z,2026-03-30T17:10:16.464Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,8.0,0.0,7.0,-6.0,2.0,-10.0,2026-03-30T17:11:40.907Z,-4.0,5.0,10.0,-10.0,3.0,-10.0,2026-03-30T17:22:15.904Z,2026-03-30T17:11:49.255Z,2026-03-30T17:21:49.397Z,600.0,12,12,24,2026-03-30T17:24:03.770Z,experimental,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,,7.0,7.0,7.0,7.0,3.0,5.0,5.0,5.0,the 2nd interaction as more annoying because of how robotic it was.,it was helpful to see how the AI should respond to each prompt/,heplful more than confusing. it gave me a better idea of what to expect.,,False
XqYuKE0p5IPs5ArQ4mJhPlRkahD3,67204d218bd32593b8044c25,69caab64fc5a65625f736c1c,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:13:04.456Z,4,5,3,2026-03-30T16:58:23.211Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,3,-1,-6,-3,2,5,2026-03-30T16:59:46.306Z,6.0,8.0,7.0,0.0,-3.0,-4.0,2026-03-30T17:11:19.323Z,2026-03-30T17:00:34.593Z,2026-03-30T17:10:34.756Z,600.0,8,8,16,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,2.0,7.0,1.0,-2.0,-7.0,-7.0,2026-03-30T17:13:03.546Z,8.0,9.0,5.0,1.0,-1.0,-2.0,2026-03-30T17:26:12.555Z,2026-03-30T17:15:21.847Z,2026-03-30T17:25:22.013Z,600.0,5,5,10,2026-03-30T17:28:57.203Z,experimental,6.0,4.0,4.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,It went well thanks I do t have anything further to add,Continued to look at the drift and analyzed from there,Nothing was particularly confusing it was helping ll,Thank you,False
Y4f7kYcpiBQfND05ZZ1Ptssu0gx2,668c3d366a81311ad96a480b,69cac209ee0a5be278d33a5a,69c85399187694d34f96b151,0,control,forced_control,roleply_first,ROLEPLY,ASST,2026-03-30T18:53:38.642Z,4,4,3,2026-03-30T18:36:16.896Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-1,2,-2,0,3,1,2026-03-30T18:38:42.962Z,1.0,3.0,-1.0,1.0,-2.0,-4.0,2026-03-30T18:52:08.317Z,2026-03-30T18:41:20.328Z,2026-03-30T18:51:20.474Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-1.0,-4.0,7.0,-4.0,-2.0,-7.0,2026-03-30T18:53:38.157Z,0.0,1.0,5.0,0.0,-2.0,-8.0,2026-03-30T19:07:42.817Z,2026-03-30T18:53:41.291Z,2026-03-30T19:03:41.433Z,600.0,9,9,18,2026-03-30T19:09:04.122Z,control,4.0,4.0,4.0,,,,,,,,,,,,,,,,,"The interaction went about how I expected (though I preferred my conversation with the second chatbot). The first one seemed overly flattering and off-putting (calling me darling, dear, etc.). I prefer for robots to be robots, like the second chatbot. Factual, to the point and informative enough where I can still go and do my own research.",,,,False
YhXE66Cv0mY860QKiESFJZoj1i82,69952c4a0bb463a74f843450,69ca96507cfce601c3a36578,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T15:48:43.842Z,4,3,4,2026-03-30T15:29:59.611Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",yes,no,False,3,True,-3,10,-10,-6,-10,-8,2026-03-30T15:33:18.024Z,10.0,10.0,-10.0,-9.0,-10.0,-10.0,2026-03-30T15:45:46.063Z,2026-03-30T15:34:09.484Z,2026-03-30T15:44:09.631Z,600.0,5,5,10,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,7.0,10.0,-10.0,-4.0,4.0,-10.0,2026-03-30T15:48:43.133Z,10.0,10.0,-2.0,-6.0,-10.0,-10.0,2026-03-30T16:00:19.289Z,2026-03-30T15:48:53.932Z,2026-03-30T15:58:54.157Z,600.0,12,12,24,2026-03-30T16:05:34.086Z,control,7.0,2.0,6.0,,,,,,,,,,,,,,,,,The interaction went well. The first version of AI was more human-like and honest. The second version was a little bit more robotic and proper in my opinion. It was interesting to see the different reactions and expressions.,,,"Great study, I really enjoyed it. Thank you.",False
ZfvpvBJfmGY9RiTDODfjRmwt2zI2,69b995ce593993a3a6a5fa30,69caab8833ca932e355bff46,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:11:56.692Z,4,3,4,2026-03-30T16:58:28.626Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-5,0,4,0,0,2,2026-03-30T16:59:52.360Z,3.0,3.0,-4.0,3.0,-4.0,-5.0,2026-03-30T17:10:50.084Z,2026-03-30T17:00:09.919Z,2026-03-30T17:10:10.041Z,600.0,14,14,28,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-4.0,-5.0,6.0,-6.0,5.0,-5.0,2026-03-30T17:11:56.322Z,-6.0,-9.0,8.0,-9.0,-7.0,-7.0,2026-03-30T17:22:36.268Z,2026-03-30T17:12:11.217Z,2026-03-30T17:22:11.308Z,600.0,27,27,54,2026-03-30T17:25:39.136Z,experimental,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,it surprised me how personable the first interaction was,I didnt really find myself using the visualization,it was helpful bc i knew how it would respond  to a certain question,,False
aYgiGecKLGOgMFaKdq1ZW778yxw1,677743bf62e157794cf97ff4,69caac88c248892a27cf0b04,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:20:57.178Z,4,3,4,2026-03-30T17:05:31.385Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,1,-2,-3,0,-5,-4,2026-03-30T17:08:02.925Z,0.0,5.0,3.0,0.0,-2.0,-7.0,2026-03-30T17:19:04.567Z,2026-03-30T17:08:21.317Z,2026-03-30T17:18:21.894Z,600.0,5,5,10,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,3.0,-4.0,2.0,-8.0,-4.0,-8.0,2026-03-30T17:20:53.528Z,0.0,-6.0,2.0,-5.0,-6.0,-7.0,2026-03-30T17:31:54.974Z,2026-03-30T17:21:15.448Z,2026-03-30T17:31:15.991Z,600.0,8,8,16,2026-03-30T17:36:06.666Z,experimental,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,3.0,3.0,4.0,5.0,"the first interaction had certain things that was really off. like ""sipping my coffee"", etc.","to be honest, i didn't really care about it...i was only interested in the chat.",i didn't really care about it...i was only interested in the chat.,good survey...bring more of this to my way,False
af7wkq17xeOdb52dMHRzvyozdNg2,678b2a59231a08a70176d425,69cac1f75adb9db95b0510af,69c85399187694d34f96b151,0,control,forced_control,asst_first,ASST,ROLEPLY,2026-03-30T19:11:09.233Z,2,2,6,2026-03-30T18:33:16.750Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,6,8,0,-10,-6,-10,2026-03-30T18:54:50.852Z,2.0,10.0,3.0,-10.0,-5.0,-10.0,2026-03-30T19:10:03.807Z,2026-03-30T18:55:01.652Z,2026-03-30T19:05:01.936Z,600.0,6,6,12,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,4.0,4.0,-7.0,0.0,0.0,5.0,2026-03-30T19:11:08.668Z,8.0,7.0,-7.0,0.0,-3.0,3.0,2026-03-30T19:21:36.941Z,2026-03-30T19:11:13.566Z,2026-03-30T19:21:13.717Z,600.0,12,12,24,2026-03-30T19:22:14.720Z,control,4.0,5.0,7.0,,,,,,,,,,,,,,,,,It was a really fun interaction and taught me a lot and there wasn't nothing I found difficult.,,,,False
bK8PBw58gxW22xQUP3dlFXke3s42,5dd299a27f1bbf2a83554ecf,69ca963e4130460f261863df,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:44:33.374Z,4,6,3,2026-03-30T15:29:13.906Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",no,no,True,3,True,1,3,5,-2,3,0,2026-03-30T15:31:33.690Z,-3.0,3.0,7.0,-8.0,-6.0,-5.0,2026-03-30T15:42:31.354Z,2026-03-30T15:31:49.777Z,2026-03-30T15:41:49.864Z,600.0,6,6,12,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-7.0,-6.0,0.0,-4.0,0.0,8.0,2026-03-30T15:44:32.937Z,4.0,4.0,-1.0,-7.0,-4.0,-4.0,2026-03-30T15:55:44.330Z,2026-03-30T15:45:01.005Z,2026-03-30T15:55:01.092Z,600.0,5,5,10,2026-03-30T16:01:29.318Z,experimental,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,"I thought both went fine, as usual it's so much to read, it's hard to have a full conversation with AI because it writes so much. I did expect the second interface to be combative but I was only asking about travel so I guess the toxicity I was preparing myself for didn't happen",I just kept it in mind and referred back to it...I'm not sure how much it helped,It was helpful to see the expectation was not particularly alarming but for the same reason it seemed to not really tell me much,The prompts didn't really seem to result in much change between the two but I guess the point is that I can't predict as well as I expected,True
bPStoEWRCqbCBVBPU7EiU56nHhD2,655a546e15e533cb7b6c6cb8,69caab6a921b57316562249d,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:11:06.683Z,4,5,5,2026-03-30T16:58:01.776Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,3,6,-3,-10,-2,-3,2026-03-30T16:59:35.591Z,3.0,6.0,-1.0,-8.0,-4.0,0.0,2026-03-30T17:10:22.078Z,2026-03-30T16:59:50.742Z,2026-03-30T17:09:50.845Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-4.0,-3.0,5.0,-9.0,0.0,0.0,2026-03-30T17:11:06.272Z,-3.0,-6.0,5.0,-10.0,-2.0,-4.0,2026-03-30T17:21:39.063Z,2026-03-30T17:11:09.269Z,2026-03-30T17:21:09.363Z,600.0,11,11,22,2026-03-30T17:22:48.741Z,control,4.0,3.0,5.0,,,,,,,,,,,,,,,,,"THe first AI started so rude, I was taken back. But once the conversation got rolling I actually found I enjoyed that AI model more. They were more honest and I felt like they actually were listening instead of just responding.",,,,False
bSJbc7f1XscFzbt5XmOgBrkuCqG3,670a0a98237adcfed719f255,69caab6e1884075c3dfb984f,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T18:20:14.304Z,2,2,5,2026-03-30T17:59:34.646Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,4,-6,-7,0,-4,-5,2026-03-30T18:08:20.451Z,-7.0,-4.0,8.0,-4.0,-7.0,2.0,2026-03-30T18:19:17.514Z,2026-03-30T18:08:46.861Z,2026-03-30T18:18:47.724Z,600.0,12,12,24,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-6.0,-3.0,7.0,-3.0,-5.0,-1.0,2026-03-30T18:20:09.673Z,-7.0,-8.0,4.0,-6.0,-5.0,-2.0,2026-03-30T18:31:06.255Z,2026-03-30T18:20:26.754Z,2026-03-30T18:30:27.528Z,600.0,23,23,46,2026-03-30T18:34:09.520Z,experimental,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,4.0,"Nothing really, it was mostly expected . The only unusual thing was the second bot's introduction.","I did not really see the need , I just constantly checked to see if my thinking is right.",The fact that I could check to see if it aligned with my initial observation.,,False
bhSHfkqLBOdptIhhvxev71MDTeC2,62e97dfea1a1ef00cb9f0b10,69ca8fbbd20cc21841cf4182,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:11:21.404Z,5,4,5,2026-03-30T14:59:26.192Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,2,1,-4,1,-3,-4,2026-03-30T15:00:10.269Z,5.0,5.0,-4.0,0.0,-5.0,-5.0,2026-03-30T15:10:46.929Z,2026-03-30T15:00:17.589Z,2026-03-30T15:10:18.293Z,600.0,9,9,18,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-3.0,-3.0,-4.0,0.0,-5.0,1.0,2026-03-30T15:11:20.842Z,4.0,10.0,-4.0,2.0,-4.0,-5.0,2026-03-30T15:21:57.661Z,2026-03-30T15:11:29.767Z,2026-03-30T15:21:30.289Z,600.0,8,8,16,2026-03-30T15:24:08.287Z,experimental,6.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,It was really good and I was extremely surprised how dynamic the AI was with the responses,It was helpful to get a understanding on the AIs behavior,I did not find anything confusing throughout my participation on this study,"Overall, this was very interesting and engaging",False
c2Fhj8WqwUP4tkKrXN79DKkQZg13,69a82e484e9029ef1a4a99d4,69cac20741dab8d232cc3b06,69c85399187694d34f96b151,0,control,forced_control,asst_first,ASST,ROLEPLY,2026-03-30T18:50:40.116Z,6,7,5,2026-03-30T18:35:53.971Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,-3,False,7,3,3,3,9,4,2026-03-30T18:38:04.897Z,8.0,9.0,5.0,10.0,4.0,2.0,2026-03-30T18:49:33.541Z,2026-03-30T18:39:04.788Z,2026-03-30T18:49:05.112Z,600.0,13,13,26,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",yes,no,False,4.0,False,8.0,7.0,10.0,2.0,10.0,3.0,2026-03-30T18:50:31.377Z,9.0,4.0,8.0,1.0,3.0,6.0,2026-03-30T19:01:14.606Z,2026-03-30T18:50:53.473Z,2026-03-30T19:00:53.711Z,600.0,13,13,26,2026-03-30T19:02:07.154Z,control,5.0,6.0,7.0,,,,,,,,,,,,,,,,,It has been a better interaction with clear advices,,,N/A,False
